driving_time,from_center,to_center
9.89,AWGTP,NMSTP
3.96,AWGTP,CZMTP
5.1,AWGTP,GDRTP
7.99,AWGTP,GHMTP
9.68,AWGTP,GLUTP
7.03,AWGTP,GNOOR
4.47,AWGTP,HPCTP
10.45,AWGTP,NNYTP
11.05,AWGTP,BBRTP
9.62,AWGTP,GAKTP
9.32,AWGTP,GDUTP
8.17,AWGTP,GHOTP
7.34,AWGTP,GMATP
9.55,AWGTP,GNWOR
3.91,AWGTP,HSZTP
11.62,AWGTP,NRDTP
3.64,CRITP,AGATP
13.58,CRITP,BGETP
6.62,CRITP,GAUTP
11.57,CRITP,GESTP
9.92,CRITP,GHSTP
5.85,CRITP,GMHTP
9.53,CRITP,GOSOR
4.92,CRITP,HUNOR
13.78,CRITP,NRSTP
6.29,CRITP,AIBTP
12.92,CRITP,BLATP
11.78,CRITP,GBBTP
9.18,CRITP,GFDTP
9.05,CRITP,GJETP
9.76,CRITP,GMIOR
11.04,CRITP,LLXTP
13.06,CRITP,NUTTP
13.06,CRITP,NUWTP
2.75,CRITP,AKTTP
12.66,CRITP,BLETP
12.66,CRITP,BLMTP
10.81,CRITP,GBCTP
9.48,CRITP,GFMTP
13.64,CRITP,GKITP
6.02,CRITP,GMLTP
12.43,CRITP,GROTP
13.34,CRITP,NAETP
1.74,CRITP,SLOTP
5.68,CRITP,AOETP
12.36,CRITP,BLGTP
10.85,CRITP,GBETP
9.19,CRITP,GFRTP
11.12,CRITP,GKKTP
11.95,CRITP,GMNTP
7.97,CRITP,GSTTP
13.43,CRITP,NAVTP
5.69,CRITP,AOLTP
1.99,CRITP,CHROR
12.48,CRITP,GBMTP
9.9,CRITP,GGITP
11.12,CRITP,GKLTP
10.24,CRITP,GMRTP
8.2,CRITP,GTUTP
13.46,CRITP,NAMTP
13.46,CRITP,NAWTP
5.23,CRITP,AWDTP
4.35,CRITP,COSTP
10.99,CRITP,GBOTP
9.59,CRITP,GHATP
10.98,CRITP,GKMTP
9.79,CRITP,GMZTP
8.48,CRITP,GWZTP
13.39,CRITP,NGRTP
5.23,CRITP,AWGTP
0,CRITP,CRITP
8.02,CRITP,GBWOR
9,CRITP,GHBTP
9.79,CRITP,GKSTP
7.49,CRITP,GNBTP
5,CRITP,HBSTP
13.69,CRITP,NLBTP
13.05,CRITP,BANTP
1.92,CRITP,CZATP
6.02,CRITP,GBYOR
12.95,CRITP,GHGTP
9.59,CRITP,GLPTP
11.48,CRITP,GNDOR
7.08,CRITP,HDBTP
11.95,CRITP,NMSTP
1.97,CRITP,CZMTP
9.78,CRITP,GDRTP
10.29,CRITP,GHMTP
13.08,CRITP,GLUTP
10.77,CRITP,GNOOR
4.87,CRITP,HPCTP
12.51,CRITP,NNYTP
13.13,CRITP,BBRTP
11.68,CRITP,GAKTP
11.37,CRITP,GDUTP
11.5,CRITP,GHOTP
9.09,CRITP,GMATP
11.6,CRITP,GNWOR
6.42,CRITP,HSZTP
13.85,CRITP,NRDTP
6.72,GBWOR,AGATP
6.2,GBWOR,BGETP
1.78,GBWOR,GAUTP
4.53,GBWOR,GESTP
2.29,GBWOR,GHSTP
2.53,GBWOR,GMHTP
5.14,GBWOR,GOSOR
8.58,GBWOR,HUNOR
6.7,GBWOR,NRSTP
3.76,GBWOR,AIBTP
5.57,GBWOR,BLATP
4.71,GBWOR,GBBTP
2.91,GBWOR,GFDTP
4.25,GBWOR,GJETP
2.25,GBWOR,GMIOR
3.51,GBWOR,LLXTP
6.04,GBWOR,NUTTP
6.04,GBWOR,NUWTP
6.13,GBWOR,AKTTP
5.59,GBWOR,BLETP
5.59,GBWOR,BLMTP
6.49,GBWOR,GBCTP
2.28,GBWOR,GFMTP
8.04,GBWOR,GKITP
2.41,GBWOR,GMLTP
8.14,GBWOR,GROTP
6.33,GBWOR,NAETP
6.85,GBWOR,SLOTP
4.95,GBWOR,AOETP
5.04,GBWOR,BLGTP
6.57,GBWOR,GBETP
2.23,GBWOR,GFRTP
4.03,GBWOR,GKKTP
5.26,GBWOR,GMNTP
0.07,GBWOR,GSTTP
6.41,GBWOR,NAVTP
4.95,GBWOR,AOLTP
8.12,GBWOR,CHROR
6.83,GBWOR,GBMTP
2.81,GBWOR,GGITP
4.03,GBWOR,GKLTP
3.18,GBWOR,GMRTP
0.66,GBWOR,GTUTP
6.46,GBWOR,NAMTP
6.46,GBWOR,NAWTP
6.47,GBWOR,AWDTP
10.15,GBWOR,COSTP
3.94,GBWOR,GBOTP
5.01,GBWOR,GHATP
3.92,GBWOR,GKMTP
2.27,GBWOR,GMZTP
1.74,GBWOR,GWZTP
6.86,GBWOR,NGRTP
6.55,GBWOR,AWGTP
8.06,GBWOR,CRITP
0,GBWOR,GBWOR
1.41,GBWOR,GHBTP
2.21,GBWOR,GKSTP
2.55,GBWOR,GNBTP
8.72,GBWOR,HBSTP
6.68,GBWOR,NLBTP
6.02,GBWOR,BANTP
8.04,GBWOR,CZATP
2.41,GBWOR,GBYOR
7.35,GBWOR,GHGTP
5.17,GBWOR,GLPTP
5.72,GBWOR,GNDOR
10.71,GBWOR,HDBTP
4.95,GBWOR,NMSTP
8.12,GBWOR,CZMTP
5.4,GBWOR,GDRTP
4.31,GBWOR,GHMTP
7.65,GBWOR,GLUTP
6.45,GBWOR,GNOOR
10.21,GBWOR,HPCTP
5.56,GBWOR,NNYTP
5.82,GBWOR,BBRTP
4.66,GBWOR,GAKTP
4.32,GBWOR,GDUTP
5.74,GBWOR,GHOTP
1.48,GBWOR,GMATP
4.56,GBWOR,GNWOR
10.02,GBWOR,HSZTP
6.73,GBWOR,NRDTP
7.55,GHBTP,AGATP
5.19,GHBTP,BGETP
2.89,GHBTP,GAUTP
3.34,GHBTP,GESTP
1.52,GHBTP,GHSTP
3.66,GHBTP,GMHTP
4.99,GHBTP,GOSOR
9.4,GHBTP,HUNOR
5.23,GHBTP,NRSTP
4.77,GHBTP,AIBTP
4.63,GHBTP,BLATP
3.49,GHBTP,GBBTP
2.06,GHBTP,GFDTP
4.04,GHBTP,GJETP
1.04,GHBTP,GMIOR
2.73,GHBTP,LLXTP
4.76,GHBTP,NUTTP
4.76,GHBTP,NUWTP
7.21,GHBTP,AKTTP
4.5,GHBTP,BLETP
4.5,GHBTP,BLMTP
6.34,GHBTP,GBCTP
1.02,GHBTP,GFMTP
7.09,GHBTP,GKITP
3.54,GHBTP,GMLTP
7.63,GHBTP,GROTP
5.02,GHBTP,NAETP
7.86,GHBTP,SLOTP
5.9,GHBTP,AOETP
3.95,GHBTP,BLGTP
6.36,GHBTP,GBETP
2.04,GHBTP,GFRTP
2.78,GHBTP,GKKTP
4.06,GHBTP,GMNTP
1.49,GHBTP,GSTTP
5.09,GHBTP,NAVTP
5.9,GHBTP,AOLTP
9.35,GHBTP,CHROR
5.79,GHBTP,GBMTP
1.54,GHBTP,GGITP
2.78,GHBTP,GKLTP
1.95,GHBTP,GMRTP
1.85,GHBTP,GTUTP
5.12,GHBTP,NAMTP
5.12,GHBTP,NAWTP
7.33,GHBTP,AWDTP
11.38,GHBTP,COSTP
2.64,GHBTP,GBOTP
4.82,GHBTP,GHATP
2.67,GHBTP,GKMTP
1.05,GHBTP,GMZTP
2,GHBTP,GWZTP
5.68,GHBTP,NGRTP
7.41,GHBTP,AWGTP
9.13,GHBTP,CRITP
1.45,GHBTP,GBWOR
0,GHBTP,GHBTP
1.08,GHBTP,GKSTP
2.81,GHBTP,GNBTP
9.54,GHBTP,HBSTP
5.33,GHBTP,NLBTP
4.81,GHBTP,BANTP
9.23,GHBTP,CZATP
3.54,GHBTP,GBYOR
6.36,GHBTP,GHGTP
5.03,GHBTP,GLPTP
4.63,GHBTP,GNDOR
11.55,GHBTP,HDBTP
3.81,GHBTP,NMSTP
9.28,GHBTP,CZMTP
5.65,GHBTP,GDRTP
3.17,GHBTP,GHMTP
6.7,GHBTP,GLUTP
6.31,GHBTP,GNOOR
11.04,GHBTP,HPCTP
4.28,GHBTP,NNYTP
4.86,GHBTP,BBRTP
3.52,GHBTP,GAKTP
3.08,GHBTP,GDUTP
4.65,GHBTP,GHOTP
0.29,GHBTP,GMATP
3.34,GHBTP,GNWOR
10.89,GHBTP,HSZTP
5.3,GHBTP,NRDTP
8.25,GKSTP,AGATP
4.52,GKSTP,BGETP
3.58,GKSTP,GAUTP
3.44,GKSTP,GESTP
0.61,GKSTP,GHSTP
4.33,GKSTP,GMHTP
5.36,GKSTP,GOSOR
10.11,GKSTP,HUNOR
5.08,GKSTP,NRSTP
5.45,GKSTP,AIBTP
3.94,GKSTP,BLATP
3.59,GKSTP,GBBTP
2.43,GKSTP,GFDTP
4.43,GKSTP,GJETP
0.91,GKSTP,GMIOR
1.87,GKSTP,LLXTP
4.79,GKSTP,NUTTP
4.79,GKSTP,NUWTP
7.84,GKSTP,AKTTP
3.84,GKSTP,BLETP
3.84,GKSTP,BLMTP
6.73,GKSTP,GBCTP
1.38,GKSTP,GFMTP
7.41,GKSTP,GKITP
4.22,GKSTP,GMLTP
7.95,GKSTP,GROTP
5.02,GKSTP,NAETP
8.49,GKSTP,SLOTP
6.64,GKSTP,AOETP
3.24,GKSTP,BLGTP
6.74,GKSTP,GBETP
2.61,GKSTP,GFRTP
2.82,GKSTP,GKKTP
4.35,GKSTP,GMNTP
2.21,GKSTP,GSTTP
5.09,GKSTP,NAVTP
6.65,GKSTP,AOLTP
9.8,GKSTP,CHROR
6.09,GKSTP,GBMTP
1.92,GKSTP,GGITP
2.82,GKSTP,GKLTP
2.3,GKSTP,GMRTP
2.51,GKSTP,GTUTP
5.13,GKSTP,NAMTP
5.13,GKSTP,NAWTP
8.03,GKSTP,AWDTP
11.84,GKSTP,COSTP
2.5,GKSTP,GBOTP
5.2,GKSTP,GHATP
2.77,GKSTP,GKMTP
0.95,GKSTP,GMZTP
2.5,GKSTP,GWZTP
5.77,GKSTP,NGRTP
8.1,GKSTP,AWGTP
9.78,GKSTP,CRITP
2.2,GKSTP,GBWOR
1.06,GKSTP,GHBTP
0,GKSTP,GKSTP
3.44,GKSTP,GNBTP
10.24,GKSTP,HBSTP
5.34,GKSTP,NLBTP
4.27,GKSTP,BANTP
9.72,GKSTP,CZATP
4.22,GKSTP,GBYOR
6.7,GKSTP,GHGTP
5.39,GKSTP,GLPTP
5.02,GKSTP,GNDOR
12.26,GKSTP,HDBTP
3.27,GKSTP,NMSTP
9.77,GKSTP,CZMTP
6,GKSTP,GDRTP
3.57,GKSTP,GHMTP
7.04,GKSTP,GLUTP
6.69,GKSTP,GNOOR
11.69,GKSTP,HPCTP
4.14,GKSTP,NNYTP
4.18,GKSTP,BBRTP
3.25,GKSTP,GAKTP
3.14,GKSTP,GDUTP
5.04,GKSTP,GHOTP
0.9,GKSTP,GMATP
3.44,GKSTP,GNWOR
11.57,GKSTP,HSZTP
5.08,GKSTP,NRDTP
5.44,GNBTP,AGATP
6.84,GNBTP,BGETP
2.08,GNBTP,GAUTP
4.8,GNBTP,GESTP
3.85,GNBTP,GHSTP
1.99,GNBTP,GMHTP
3.17,GNBTP,GOSOR
7.53,GNBTP,HUNOR
6.91,GNBTP,NRSTP
3.73,GNBTP,AIBTP
6.15,GNBTP,BLATP
4.88,GNBTP,GBBTP
2.12,GNBTP,GFDTP
2.6,GNBTP,GJETP
2.68,GNBTP,GMIOR
4.86,GNBTP,LLXTP
6.32,GNBTP,NUTTP
6.32,GNBTP,NUWTP
5.69,GNBTP,AKTTP
5.96,GNBTP,BLETP
5.96,GNBTP,BLMTP
4.6,GNBTP,GBCTP
2.42,GNBTP,GFMTP
7.38,GNBTP,GKITP
2.16,GNBTP,GMLTP
6.48,GNBTP,GROTP
6.61,GNBTP,NAETP
6.41,GNBTP,SLOTP
3.6,GNBTP,AOETP
5.62,GNBTP,BLGTP
4.64,GNBTP,GBETP
4.42,GNBTP,GFRTP
4.29,GNBTP,GKKTP
5.44,GNBTP,GMNTP
2.67,GNBTP,GSTTP
6.69,GNBTP,NAVTP
3.61,GNBTP,AOLTP
7.34,GNBTP,CHROR
6.08,GNBTP,GBMTP
2.91,GNBTP,GGITP
4.29,GNBTP,GKLTP
3.29,GNBTP,GMRTP
3.16,GNBTP,GTUTP
6.74,GNBTP,NAMTP
6.74,GNBTP,NAWTP
5.2,GNBTP,AWDTP
9.27,GNBTP,COSTP
4.16,GNBTP,GBOTP
3.24,GNBTP,GHATP
4.2,GNBTP,GKMTP
2.7,GNBTP,GMZTP
1.17,GNBTP,GWZTP
6.98,GNBTP,NGRTP
5.25,GNBTP,AWGTP
7.63,GNBTP,CRITP
2.63,GNBTP,GBWOR
2.85,GNBTP,GHBTP
3.45,GNBTP,GKSTP
0,GNBTP,GNBTP
7.66,GNBTP,HBSTP
6.99,GNBTP,NLBTP
6.34,GNBTP,BANTP
7.24,GNBTP,CZATP
2.16,GNBTP,GBYOR
6.67,GNBTP,GHGTP
3.18,GNBTP,GLPTP
4.97,GNBTP,GNDOR
9.55,GNBTP,HDBTP
5.21,GNBTP,NMSTP
7.34,GNBTP,CZMTP
3.42,GNBTP,GDRTP
3.52,GNBTP,GHMTP
7,GNBTP,GLUTP
4.59,GNBTP,GNOOR
8.96,GNBTP,HPCTP
5.74,GNBTP,NNYTP
6.44,GNBTP,BBRTP
4.93,GNBTP,GAKTP
4.59,GNBTP,GDUTP
4.99,GNBTP,GHOTP
2.93,GNBTP,GMATP
4.82,GNBTP,GNWOR
8.86,GNBTP,HSZTP
7.05,GNBTP,NRDTP
3.75,HBSTP,AGATP
13.27,HBSTP,BGETP
7.11,HBSTP,GAUTP
11.36,HBSTP,GESTP
10.22,HBSTP,GHSTP
6.43,HBSTP,GMHTP
7.19,HBSTP,GOSOR
0.12,HBSTP,HUNOR
13.38,HBSTP,NRSTP
7.06,HBSTP,AIBTP
12.64,HBSTP,BLATP
11.2,HBSTP,GBBTP
8.96,HBSTP,GFDTP
7.81,HBSTP,GJETP
9.52,HBSTP,GMIOR
11.32,HBSTP,LLXTP
12.72,HBSTP,NUTTP
12.72,HBSTP,NUWTP
4.93,HBSTP,AKTTP
12.45,HBSTP,BLETP
12.45,HBSTP,BLMTP
8.33,HBSTP,GBCTP
9.26,HBSTP,GFMTP
11.6,HBSTP,GKITP
6.71,HBSTP,GMLTP
10.28,HBSTP,GROTP
12.91,HBSTP,NAETP
4.38,HBSTP,SLOTP
4.15,HBSTP,AOETP
12.14,HBSTP,BLGTP
8.23,HBSTP,GBETP
10.12,HBSTP,GFRTP
10.91,HBSTP,GKKTP
11.19,HBSTP,GMNTP
8.4,HBSTP,GSTTP
12.98,HBSTP,NAVTP
4.14,HBSTP,AOLTP
3.48,HBSTP,CHROR
10.36,HBSTP,GBMTP
9.66,HBSTP,GGITP
10.91,HBSTP,GKLTP
10,HBSTP,GMRTP
8.65,HBSTP,GTUTP
12.99,HBSTP,NAMTP
12.99,HBSTP,NAWTP
2.49,HBSTP,AWDTP
2.93,HBSTP,COSTP
10.77,HBSTP,GBOTP
7.59,HBSTP,GHATP
10.76,HBSTP,GKMTP
9.55,HBSTP,GMZTP
8.25,HBSTP,GWZTP
11.96,HBSTP,NGRTP
2.36,HBSTP,AWGTP
4.93,HBSTP,CRITP
8.45,HBSTP,GBWOR
9.14,HBSTP,GHBTP
9.87,HBSTP,GKSTP
7.27,HBSTP,GNBTP
0,HBSTP,HBSTP
13.49,HBSTP,NLBTP
12.82,HBSTP,BANTP
3.41,HBSTP,CZATP
6.71,HBSTP,GBYOR
10.87,HBSTP,GHGTP
7.34,HBSTP,GLPTP
9.44,HBSTP,GNDOR
2.3,HBSTP,HDBTP
11.73,HBSTP,NMSTP
3.4,HBSTP,CZMTP
6.43,HBSTP,GDRTP
9.26,HBSTP,GHMTP
10.9,HBSTP,GLUTP
8.28,HBSTP,GNOOR
2.31,HBSTP,HPCTP
12.29,HBSTP,NNYTP
12.96,HBSTP,BBRTP
11.46,HBSTP,GAKTP
11.16,HBSTP,GDUTP
9.43,HBSTP,GHOTP
9.21,HBSTP,GMATP
11.39,HBSTP,GNWOR
1.71,HBSTP,HSZTP
13.47,HBSTP,NRDTP
11.59,NLBTP,AGATP
2.14,NLBTP,BGETP
7.67,NLBTP,GAUTP
2.47,NLBTP,GESTP
5.38,NLBTP,GHSTP
8.41,NLBTP,GMHTP
6.64,NLBTP,GOSOR
13.38,NLBTP,HUNOR
0.54,NLBTP,NRSTP
9.54,NLBTP,AIBTP
2,NLBTP,BLATP
2.64,NLBTP,GBBTP
5.62,NLBTP,GFDTP
6.66,NLBTP,GJETP
4.71,NLBTP,GMIOR
4.08,NLBTP,LLXTP
0.83,NLBTP,NUTTP
0.83,NLBTP,NUWTP
11.72,NLBTP,AKTTP
2.16,NLBTP,BLETP
2.16,NLBTP,BLMTP
7.08,NLBTP,GBCTP
4.73,NLBTP,GFMTP
6.01,NLBTP,GKITP
8.26,NLBTP,GMLTP
6.73,NLBTP,GROTP
0.57,NLBTP,NAETP
12.35,NLBTP,SLOTP
9.91,NLBTP,AOETP
2.95,NLBTP,BLGTP
7.09,NLBTP,GBETP
6.99,NLBTP,GFRTP
2.98,NLBTP,GKKTP
2.85,NLBTP,GMNTP
6.48,NLBTP,GSTTP
0.47,NLBTP,NAVTP
9.9,NLBTP,AOLTP
13.33,NLBTP,CHROR
4.07,NLBTP,GBMTP
4.5,NLBTP,GGITP
2.98,NLBTP,GKLTP
4.88,NLBTP,GMRTP
6.86,NLBTP,GTUTP
0.61,NLBTP,NAMTP
0.61,NLBTP,NAWTP
11.35,NLBTP,AWDTP
15.29,NLBTP,COSTP
3.3,NLBTP,GBOTP
6.54,NLBTP,GHATP
2.9,NLBTP,GKMTP
4.66,NLBTP,GMZTP
5.79,NLBTP,GWZTP
2.26,NLBTP,NGRTP
11.43,NLBTP,AWGTP
13.64,NLBTP,CRITP
6.42,NLBTP,GBWOR
5.3,NLBTP,GHBTP
5.47,NLBTP,GKSTP
6.72,NLBTP,GNBTP
13.5,NLBTP,HBSTP
0,NLBTP,NLBTP
1.71,NLBTP,BANTP
13.21,NLBTP,CZATP
8.26,NLBTP,GBYOR
5.26,NLBTP,GHGTP
6.85,NLBTP,GLPTP
4.42,NLBTP,GNDOR
15.51,NLBTP,HDBTP
2.42,NLBTP,NMSTP
13.26,NLBTP,CZMTP
7.79,NLBTP,GDRTP
4.91,NLBTP,GHMTP
5.74,NLBTP,GLUTP
7.03,NLBTP,GNOOR
14.92,NLBTP,HPCTP
1.59,NLBTP,NNYTP
2.14,NLBTP,BBRTP
2.62,NLBTP,GAKTP
2.72,NLBTP,GDUTP
4.51,NLBTP,GHOTP
5.22,NLBTP,GMATP
2.43,NLBTP,GNWOR
14.83,NLBTP,HSZTP
0.58,NLBTP,NRDTP
10.99,BANTP,AGATP
0.75,BANTP,BGETP
7.14,BANTP,GAUTP
2.21,BANTP,GESTP
3.83,BANTP,GHSTP
7.84,BANTP,GMHTP
6.95,BANTP,GOSOR
12.81,BANTP,HUNOR
1.27,BANTP,NRSTP
9,BANTP,AIBTP
0.53,BANTP,BLATP
2.43,BANTP,GBBTP
4.99,BANTP,GFDTP
6.52,BANTP,GJETP
4.03,BANTP,GMIOR
2.56,BANTP,LLXTP
1.53,BANTP,NUTTP
1.53,BANTP,NUWTP
11.12,BANTP,AKTTP
0.68,BANTP,BLETP
0.68,BANTP,BLMTP
7.41,BANTP,GBCTP
4.04,BANTP,GFMTP
6.76,BANTP,GKITP
7.75,BANTP,GMLTP
7.44,BANTP,GROTP
1.78,BANTP,NAETP
11.75,BANTP,SLOTP
9.3,BANTP,AOETP
1.44,BANTP,BLGTP
7.42,BANTP,GBETP
5.79,BANTP,GFRTP
2.2,BANTP,GKKTP
3.21,BANTP,GMNTP
5.96,BANTP,GSTTP
1.87,BANTP,NAVTP
9.29,BANTP,AOLTP
12.74,BANTP,CHROR
4.95,BANTP,GBMTP
3.91,BANTP,GGITP
2.2,BANTP,GKLTP
4.3,BANTP,GMRTP
6.27,BANTP,GTUTP
1.9,BANTP,NAMTP
1.9,BANTP,NAWTP
10.76,BANTP,AWDTP
14.73,BANTP,COSTP
2.46,BANTP,GBOTP
6.58,BANTP,GHATP
2.3,BANTP,GKMTP
4.01,BANTP,GMZTP
5.15,BANTP,GWZTP
3.45,BANTP,NGRTP
10.84,BANTP,AWGTP
13.04,BANTP,CRITP
5.88,BANTP,GBWOR
4.8,BANTP,GHBTP
4.18,BANTP,GKSTP
6.09,BANTP,GNBTP
12.94,BANTP,HBSTP
1.73,BANTP,NLBTP
0,BANTP,BANTP
12.62,BANTP,CZATP
7.75,BANTP,GBYOR
6.02,BANTP,GHGTP
7,BANTP,GLPTP
4.81,BANTP,GNDOR
14.95,BANTP,HDBTP
1.39,BANTP,NMSTP
12.68,BANTP,CZMTP
7.93,BANTP,GDRTP
4.76,BANTP,GHMTP
6.5,BANTP,GLUTP
7.36,BANTP,GNOOR
14.36,BANTP,HPCTP
1.81,BANTP,NNYTP
0.63,BANTP,BBRTP
1.56,BANTP,GAKTP
2.23,BANTP,GDUTP
4.89,BANTP,GHOTP
4.64,BANTP,GMATP
2.23,BANTP,GNWOR
14.26,BANTP,HSZTP
1.3,BANTP,NRDTP
2.26,CZATP,AGATP
13.2,CZATP,BGETP
6.62,CZATP,GAUTP
11.3,CZATP,GESTP
9.92,CZATP,GHSTP
5.85,CZATP,GMHTP
9.13,CZATP,GOSOR
3.33,CZATP,HUNOR
13.32,CZATP,NRSTP
6.42,CZATP,AIBTP
12.57,CZATP,BLATP
11.53,CZATP,GBBTP
8.89,CZATP,GFDTP
8.65,CZATP,GJETP
9.45,CZATP,GMIOR
11.04,CZATP,LLXTP
12.78,CZATP,NUTTP
12.78,CZATP,NUWTP
2.75,CZATP,AKTTP
12.38,CZATP,BLETP
12.38,CZATP,BLMTP
10.42,CZATP,GBCTP
9.19,CZATP,GFMTP
13.25,CZATP,GKITP
6.02,CZATP,GMLTP
12.05,CZATP,GROTP
13.07,CZATP,NAETP
1.61,CZATP,SLOTP
4.42,CZATP,AOETP
12.07,CZATP,BLGTP
10.3,CZATP,GBETP
9.64,CZATP,GFRTP
10.84,CZATP,GKKTP
11.7,CZATP,GMNTP
7.97,CZATP,GSTTP
13.15,CZATP,NAVTP
4.43,CZATP,AOLTP
0.07,CZATP,CHROR
12.08,CZATP,GBMTP
9.59,CZATP,GGITP
10.84,CZATP,GKLTP
9.94,CZATP,GMRTP
8.2,CZATP,GTUTP
13.18,CZATP,NAMTP
13.18,CZATP,NAWTP
3.91,CZATP,AWDTP
2.73,CZATP,COSTP
10.71,CZATP,GBOTP
9.2,CZATP,GHATP
10.69,CZATP,GKMTP
9.48,CZATP,GMZTP
8.18,CZATP,GWZTP
13.13,CZATP,NGRTP
3.92,CZATP,AWGTP
1.9,CZATP,CRITP
8.02,CZATP,GBWOR
9.08,CZATP,GHBTP
9.79,CZATP,GKSTP
7.2,CZATP,GNBTP
3.4,CZATP,HBSTP
13.42,CZATP,NLBTP
12.76,CZATP,BANTP
0,CZATP,CZATP
6.02,CZATP,GBYOR
12.55,CZATP,GHGTP
9.17,CZATP,GLPTP
11.21,CZATP,GNDOR
5.56,CZATP,HDBTP
11.67,CZATP,NMSTP
0.09,CZATP,CZMTP
8.54,CZATP,GDRTP
10.02,CZATP,GHMTP
12.69,CZATP,GLUTP
10.38,CZATP,GNOOR
3.24,CZATP,HPCTP
12.22,CZATP,NNYTP
12.89,CZATP,BBRTP
11.4,CZATP,GAKTP
11.1,CZATP,GDUTP
11.18,CZATP,GHOTP
9.15,CZATP,GMATP
11.32,CZATP,GNWOR
4.89,CZATP,HSZTP
13.41,CZATP,NRDTP
4.7,GBYOR,AGATP
8.27,GBYOR,BGETP
0.86,GBYOR,GAUTP
6.55,GBYOR,GESTP
4.42,GBYOR,GHSTP
0.39,GBYOR,GMHTP
4.79,GBYOR,GOSOR
6.99,GBYOR,HUNOR
8.71,GBYOR,NRSTP
1.84,GBYOR,AIBTP
7.64,GBYOR,BLATP
6.7,GBYOR,GBBTP
4.29,GBYOR,GFDTP
4.23,GBYOR,GJETP
4.37,GBYOR,GMIOR
5.56,GBYOR,LLXTP
8.08,GBYOR,NUTTP
8.08,GBYOR,NUWTP
4,GBYOR,AKTTP
7.48,GBYOR,BLETP
7.48,GBYOR,BLMTP
6.13,GBYOR,GBCTP
4.39,GBYOR,GFMTP
9.1,GBYOR,GKITP
0,GBYOR,GMLTP
7.85,GBYOR,GROTP
8.38,GBYOR,NAETP
4.61,GBYOR,SLOTP
2.99,GBYOR,AOETP
6.94,GBYOR,BLGTP
6.16,GBYOR,GBETP
4.24,GBYOR,GFRTP
6.08,GBYOR,GKKTP
7.52,GBYOR,GMNTP
2.33,GBYOR,GSTTP
8.48,GBYOR,NAVTP
2.98,GBYOR,AOLTP
5.93,GBYOR,CHROR
7.89,GBYOR,GBMTP
4.88,GBYOR,GGITP
6.08,GBYOR,GKLTP
5.23,GBYOR,GMRTP
2.6,GBYOR,GTUTP
8.52,GBYOR,NAMTP
8.52,GBYOR,NAWTP
4.61,GBYOR,AWDTP
7.98,GBYOR,COSTP
6.06,GBYOR,GBOTP
4.86,GBYOR,GHATP
5.92,GBYOR,GKMTP
4.39,GBYOR,GMZTP
3.24,GBYOR,GWZTP
8.97,GBYOR,NGRTP
4.69,GBYOR,AWGTP
5.93,GBYOR,CRITP
2.38,GBYOR,GBWOR
3.55,GBYOR,GHBTP
4.26,GBYOR,GKSTP
2.26,GBYOR,GNBTP
7.1,GBYOR,HBSTP
8.71,GBYOR,NLBTP
7.93,GBYOR,BANTP
5.85,GBYOR,CZATP
0,GBYOR,GBYOR
8.38,GBYOR,GHGTP
4.82,GBYOR,GLPTP
6.99,GBYOR,GNDOR
8.99,GBYOR,HDBTP
6.96,GBYOR,NMSTP
5.93,GBYOR,CZMTP
5.09,GBYOR,GDRTP
5.67,GBYOR,GHMTP
8.44,GBYOR,GLUTP
6.11,GBYOR,GNOOR
8.22,GBYOR,HPCTP
7.6,GBYOR,NNYTP
7.78,GBYOR,BBRTP
6.69,GBYOR,GAKTP
6.36,GBYOR,GDUTP
6.94,GBYOR,GHOTP
3.63,GBYOR,GMATP
6.58,GBYOR,GNWOR
8.3,GBYOR,HSZTP
8.74,GBYOR,NRDTP
11.71,GHGTP,AGATP
6.57,GHGTP,BGETP
7.81,GHGTP,GAUTP
4.2,GHGTP,GESTP
6.94,GHGTP,GHSTP
8.27,GHGTP,GMHTP
4.28,GHGTP,GOSOR
10.97,GHGTP,HUNOR
5.27,GHGTP,NRSTP
9.67,GHGTP,AIBTP
6.35,GHGTP,BLATP
4,GHGTP,GBBTP
4.65,GHGTP,GFDTP
4.98,GHGTP,GJETP
5.82,GHGTP,GMIOR
7.03,GHGTP,LLXTP
4.69,GHGTP,NUTTP
4.69,GHGTP,NUWTP
11.55,GHGTP,AKTTP
6.15,GHGTP,BLETP
6.15,GHGTP,BLMTP
2.93,GHGTP,GBCTP
5.54,GHGTP,GFMTP
1.12,GHGTP,GKITP
8.35,GHGTP,GMLTP
2.17,GHGTP,GROTP
4.71,GHGTP,NAETP
12.19,GHGTP,SLOTP
9.15,GHGTP,AOETP
6,GHGTP,BLGTP
3.13,GHGTP,GBETP
7.86,GHGTP,GFRTP
4.8,GHGTP,GKKTP
3.26,GHGTP,GMNTP
7.47,GHGTP,GSTTP
4.76,GHGTP,NAVTP
9.14,GHGTP,AOLTP
12.9,GHGTP,CHROR
1.44,GHGTP,GBMTP
5.13,GHGTP,GGITP
4.8,GHGTP,GKLTP
4.77,GHGTP,GMRTP
7.84,GHGTP,GTUTP
4.77,GHGTP,NAMTP
4.77,GHGTP,NAWTP
9.65,GHGTP,AWDTP
13.27,GHGTP,COSTP
5.09,GHGTP,GBOTP
4.11,GHGTP,GHATP
