driving_time,from_center,to_center
1.81,GKKTP,GMNTP
3.95,GKKTP,GSTTP
2.76,GKKTP,NAVTP
7.8,GKKTP,AOLTP
11.24,GKKTP,CHROR
3.56,GKKTP,GBMTP
1.92,GKKTP,GGITP
0,GKKTP,GKLTP
2.32,GKKTP,GMRTP
4.28,GKKTP,GTUTP
2.81,GKKTP,NAMTP
2.81,GKKTP,NAWTP
9.19,GKKTP,AWDTP
13.24,GKKTP,COSTP
0.55,GKKTP,GBOTP
4.94,GKKTP,GHATP
0.32,GKKTP,GKMTP
2.07,GKKTP,GMZTP
3.32,GKKTP,GWZTP
3.47,GKKTP,NGRTP
9.27,GKKTP,AWGTP
11.35,GKKTP,CRITP
3.91,GKKTP,GBWOR
2.73,GKKTP,GHBTP
2.77,GKKTP,GKSTP
4.26,GKKTP,GNBTP
11.39,GKKTP,HBSTP
3.05,GKKTP,NLBTP
2.22,GKKTP,BANTP
11.1,GKKTP,CZATP
5.91,GKKTP,GBYOR
4.7,GKKTP,GHGTP
5.34,GKKTP,GLPTP
3.24,GKKTP,GNDOR
13.35,GKKTP,HDBTP
1.11,GKKTP,NMSTP
11.17,GKKTP,CZMTP
6.15,GKKTP,GDRTP
3.1,GKKTP,GHMTP
5.22,GKKTP,GLUTP
5.92,GKKTP,GNOOR
12.84,GKKTP,HPCTP
1.7,GKKTP,NNYTP
2.27,GKKTP,BBRTP
0.85,GKKTP,GAKTP
0.54,GKKTP,GDUTP
3.34,GKKTP,GHOTP
2.61,GKKTP,GMATP
0.94,GKKTP,GNWOR
12.7,GKKTP,HSZTP
2.84,GKKTP,NRDTP
10.4,GMNTP,AGATP
3.55,GMNTP,BGETP
6.8,GMNTP,GAUTP
1.22,GMNTP,GESTP
4.52,GMNTP,GHSTP
7.22,GMNTP,GMHTP
4.64,GMNTP,GOSOR
11.72,GMNTP,HUNOR
2.82,GMNTP,NRSTP
8.63,GMNTP,AIBTP
3.31,GMNTP,BLATP
1,GMNTP,GBBTP
3.47,GMNTP,GFDTP
4.63,GMNTP,GJETP
3.57,GMNTP,GMIOR
3.94,GMNTP,LLXTP
2.17,GMNTP,NUTTP
2.17,GMNTP,NUWTP
10.49,GMNTP,AKTTP
3.13,GMNTP,BLETP
3.13,GMNTP,BLMTP
4.84,GMNTP,GBCTP
3.42,GMNTP,GFMTP
4.09,GMNTP,GKITP
7.31,GMNTP,GMLTP
4.87,GMNTP,GROTP
2.34,GMNTP,NAETP
11.13,GMNTP,SLOTP
8.73,GMNTP,AOETP
3.02,GMNTP,BLGTP
4.87,GMNTP,GBETP
5.97,GMNTP,GFRTP
1.84,GMNTP,GKKTP
0,GMNTP,GMNTP
5.35,GMNTP,GSTTP
2.39,GMNTP,NAVTP
8.72,GMNTP,AOLTP
12.18,GMNTP,CHROR
2.02,GMNTP,GBMTP
2.79,GMNTP,GGITP
1.83,GMNTP,GKLTP
2.88,GMNTP,GMRTP
5.68,GMNTP,GTUTP
2.4,GMNTP,NAMTP
2.4,GMNTP,NAWTP
10.17,GMNTP,AWDTP
14.17,GMNTP,COSTP
2.14,GMNTP,GBOTP
4.47,GMNTP,GHATP
1.74,GMNTP,GKMTP
3.53,GMNTP,GMZTP
4.59,GMNTP,GWZTP
2.31,GMNTP,NGRTP
10.24,GMNTP,AWGTP
12.42,GMNTP,CRITP
5.3,GMNTP,GBWOR
4.17,GMNTP,GHBTP
4.41,GMNTP,GKSTP
5.38,GMNTP,GNBTP
11.86,GMNTP,HBSTP
2.79,GMNTP,NLBTP
3.09,GMNTP,BANTP
12.09,GMNTP,CZATP
7.33,GMNTP,GBYOR
3.21,GMNTP,GHGTP
4.78,GMNTP,GLPTP
2.2,GMNTP,GNDOR
13.87,GMNTP,HDBTP
2.5,GMNTP,NMSTP
12.15,GMNTP,CZMTP
5.83,GMNTP,GDRTP
2.73,GMNTP,GHMTP
3.78,GMNTP,GLUTP
4.82,GMNTP,GNOOR
13.81,GMNTP,HPCTP
2.04,GMNTP,NNYTP
3.53,GMNTP,BBRTP
2.44,GMNTP,GAKTP
1.61,GMNTP,GDUTP
2.28,GMNTP,GHOTP
4.08,GMNTP,GMATP
1.13,GMNTP,GNWOR
13.2,GMNTP,HSZTP
2.89,GMNTP,NRDTP
6.68,GSTTP,AGATP
6.16,GSTTP,BGETP
1.73,GSTTP,GAUTP
4.58,GSTTP,GESTP
2.26,GSTTP,GHSTP
2.47,GSTTP,GMHTP
5.18,GSTTP,GOSOR
8.54,GSTTP,HUNOR
6.75,GSTTP,NRSTP
3.7,GSTTP,AIBTP
5.53,GSTTP,BLATP
4.75,GSTTP,GBBTP
2.97,GSTTP,GFDTP
4.31,GSTTP,GJETP
2.29,GSTTP,GMIOR
3.48,GSTTP,LLXTP
6.1,GSTTP,NUTTP
6.1,GSTTP,NUWTP
6.08,GSTTP,AKTTP
5.58,GSTTP,BLETP
5.58,GSTTP,BLMTP
6.54,GSTTP,GBCTP
2.33,GSTTP,GFMTP
8.1,GSTTP,GKITP
2.36,GSTTP,GMLTP
8.19,GSTTP,GROTP
6.38,GSTTP,NAETP
6.8,GSTTP,SLOTP
4.89,GSTTP,AOETP
5.03,GSTTP,BLGTP
6.62,GSTTP,GBETP
2.18,GSTTP,GFRTP
4.07,GSTTP,GKKTP
5.32,GSTTP,GMNTP
0,GSTTP,GSTTP
6.46,GSTTP,NAVTP
4.88,GSTTP,AOLTP
8.06,GSTTP,CHROR
6.85,GSTTP,GBMTP
2.85,GSTTP,GGITP
4.08,GSTTP,GKLTP
3.24,GSTTP,GMRTP
0.62,GSTTP,GTUTP
6.5,GSTTP,NAMTP
6.5,GSTTP,NAWTP
6.42,GSTTP,AWDTP
10.06,GSTTP,COSTP
4.01,GSTTP,GBOTP
5.05,GSTTP,GHATP
3.97,GSTTP,GKMTP
2.31,GSTTP,GMZTP
1.79,GSTTP,GWZTP
6.89,GSTTP,NGRTP
6.47,GSTTP,AWGTP
8.02,GSTTP,CRITP
0.08,GSTTP,GBWOR
1.47,GSTTP,GHBTP
2.18,GSTTP,GKSTP
2.61,GSTTP,GNBTP
8.68,GSTTP,HBSTP
6.74,GSTTP,NLBTP
5.89,GSTTP,BANTP
8,GSTTP,CZATP
2.36,GSTTP,GBYOR
7.41,GSTTP,GHGTP
5.22,GSTTP,GLPTP
5.78,GSTTP,GNDOR
10.67,GSTTP,HDBTP
5.01,GSTTP,NMSTP
8.08,GSTTP,CZMTP
5.45,GSTTP,GDRTP
4.37,GSTTP,GHMTP
7.71,GSTTP,GLUTP
6.51,GSTTP,GNOOR
10.17,GSTTP,HPCTP
5.61,GSTTP,NNYTP
5.78,GSTTP,BBRTP
4.72,GSTTP,GAKTP
4.37,GSTTP,GDUTP
5.8,GSTTP,GHOTP
1.54,GSTTP,GMATP
4.6,GSTTP,GNWOR
9.98,GSTTP,HSZTP
6.8,GSTTP,NRDTP
11.35,NAVTP,AGATP
2.21,NAVTP,BGETP
7.33,NAVTP,GAUTP
2.16,NAVTP,GESTP
5.12,NAVTP,GHSTP
8.15,NAVTP,GMHTP
6.27,NAVTP,GOSOR
13.1,NAVTP,HUNOR
0.74,NAVTP,NRSTP
9.22,NAVTP,AIBTP
2.07,NAVTP,BLATP
2.33,NAVTP,GBBTP
5.31,NAVTP,GFDTP
6.38,NAVTP,GJETP
4.37,NAVTP,GMIOR
4.09,NAVTP,LLXTP
0.55,NAVTP,NUTTP
0.55,NAVTP,NUWTP
11.43,NAVTP,AKTTP
2.22,NAVTP,BLETP
2.22,NAVTP,BLMTP
6.66,NAVTP,GBCTP
4.41,NAVTP,GFMTP
5.75,NAVTP,GKITP
7.96,NAVTP,GMLTP
6.49,NAVTP,GROTP
0.17,NAVTP,NAETP
12.09,NAVTP,SLOTP
9.68,NAVTP,AOETP
2.64,NAVTP,BLGTP
6.67,NAVTP,GBETP
6.65,NAVTP,GFRTP
2.69,NAVTP,GKKTP
2.4,NAVTP,GMNTP
6.18,NAVTP,GSTTP
0,NAVTP,NAVTP
9.66,NAVTP,AOLTP
13.1,NAVTP,CHROR
3.73,NAVTP,GBMTP
4.2,NAVTP,GGITP
2.69,NAVTP,GKLTP
4.6,NAVTP,GMRTP
6.48,NAVTP,GTUTP
0.2,NAVTP,NAMTP
0.2,NAVTP,NAWTP
11.11,NAVTP,AWDTP
15.07,NAVTP,COSTP
3.01,NAVTP,GBOTP
6.16,NAVTP,GHATP
2.59,NAVTP,GKMTP
4.35,NAVTP,GMZTP
5.51,NAVTP,GWZTP
1.87,NAVTP,NGRTP
11.15,NAVTP,AWGTP
13.35,NAVTP,CRITP
6.1,NAVTP,GBWOR
4.99,NAVTP,GHBTP
5.23,NAVTP,GKSTP
6.46,NAVTP,GNBTP
13.27,NAVTP,HBSTP
0.48,NAVTP,NLBTP
1.77,NAVTP,BANTP
12.98,NAVTP,CZATP
7.96,NAVTP,GBYOR
4.98,NAVTP,GHGTP
6.46,NAVTP,GLPTP
4,NAVTP,GNDOR
15.29,NAVTP,HDBTP
2.14,NAVTP,NMSTP
13.04,NAVTP,CZMTP
7.43,NAVTP,GDRTP
4.61,NAVTP,GHMTP
5.48,NAVTP,GLUTP
6.62,NAVTP,GNOOR
14.7,NAVTP,HPCTP
1.29,NAVTP,NNYTP
2.21,NAVTP,BBRTP
2.32,NAVTP,GAKTP
2.42,NAVTP,GDUTP
4.09,NAVTP,GHOTP
4.9,NAVTP,GMATP
2.12,NAVTP,GNWOR
14.6,NAVTP,HSZTP
0.78,NAVTP,NRDTP
2.63,AOLTP,AGATP
9.9,AOLTP,BGETP
3.34,AOLTP,GAUTP
8.05,AOLTP,GESTP
6.81,AOLTP,GHSTP
2.57,AOLTP,GMHTP
5.52,AOLTP,GOSOR
4.15,AOLTP,HUNOR
10.05,AOLTP,NRSTP
3.4,AOLTP,AIBTP
9.31,AOLTP,BLATP
8.13,AOLTP,GBBTP
5.57,AOLTP,GFDTP
5.32,AOLTP,GJETP
6.05,AOLTP,GMIOR
7.98,AOLTP,LLXTP
9.51,AOLTP,NUTTP
9.51,AOLTP,NUWTP
3.34,AOLTP,AKTTP
9.13,AOLTP,BLETP
9.13,AOLTP,BLMTP
6.62,AOLTP,GBCTP
5.79,AOLTP,GFMTP
10.05,AOLTP,GKITP
2.93,AOLTP,GMLTP
8.58,AOLTP,GROTP
9.8,AOLTP,NAETP
4.3,AOLTP,SLOTP
0.05,AOLTP,AOETP
8.79,AOLTP,BLGTP
6.54,AOLTP,GBETP
6.7,AOLTP,GFRTP
7.58,AOLTP,GKKTP
8.55,AOLTP,GMNTP
4.88,AOLTP,GSTTP
9.88,AOLTP,NAVTP
0,AOLTP,AOLTP
4.58,AOLTP,CHROR
8.7,AOLTP,GBMTP
6.19,AOLTP,GGITP
7.58,AOLTP,GKLTP
6.53,AOLTP,GMRTP
5.15,AOLTP,GTUTP
9.91,AOLTP,NAMTP
9.91,AOLTP,NAWTP
1.96,AOLTP,AWDTP
6.6,AOLTP,COSTP
7.48,AOLTP,GBOTP
5.93,AOLTP,GHATP
7.39,AOLTP,GKMTP
6.08,AOLTP,GMZTP
4.59,AOLTP,GWZTP
10.03,AOLTP,NGRTP
2.01,AOLTP,AWGTP
5.71,AOLTP,CRITP
4.92,AOLTP,GBWOR
5.7,AOLTP,GHBTP
6.43,AOLTP,GKSTP
3.58,AOLTP,GNBTP
4.23,AOLTP,HBSTP
10.14,AOLTP,NLBTP
9.48,AOLTP,BANTP
4.42,AOLTP,CZATP
2.93,AOLTP,GBYOR
9.19,AOLTP,GHGTP
5.66,AOLTP,GLPTP
7.82,AOLTP,GNDOR
6.39,AOLTP,HDBTP
8.39,AOLTP,NMSTP
4.46,AOLTP,CZMTP
4.69,AOLTP,GDRTP
6.83,AOLTP,GHMTP
9.21,AOLTP,GLUTP
6.58,AOLTP,GNOOR
6.05,AOLTP,HPCTP
8.95,AOLTP,NNYTP
9.57,AOLTP,BBRTP
8.12,AOLTP,GAKTP
7.86,AOLTP,GDUTP
7.81,AOLTP,GHOTP
5.77,AOLTP,GMATP
8.08,AOLTP,GNWOR
5.72,AOLTP,HSZTP
10.12,AOLTP,NRDTP
2.29,CHROR,AGATP
13.23,CHROR,BGETP
6.65,CHROR,GAUTP
11.32,CHROR,GESTP
9.95,CHROR,GHSTP
5.88,CHROR,GMHTP
9.15,CHROR,GOSOR
3.37,CHROR,HUNOR
13.34,CHROR,NRSTP
6.45,CHROR,AIBTP
12.59,CHROR,BLATP
11.55,CHROR,GBBTP
8.92,CHROR,GFDTP
8.68,CHROR,GJETP
9.47,CHROR,GMIOR
11.07,CHROR,LLXTP
12.8,CHROR,NUTTP
12.8,CHROR,NUWTP
2.79,CHROR,AKTTP
12.41,CHROR,BLETP
12.41,CHROR,BLMTP
10.44,CHROR,GBCTP
9.21,CHROR,GFMTP
13.27,CHROR,GKITP
6.05,CHROR,GMLTP
12.07,CHROR,GROTP
13.09,CHROR,NAETP
1.65,CHROR,SLOTP
4.45,CHROR,AOETP
12.1,CHROR,BLGTP
10.33,CHROR,GBETP
9.67,CHROR,GFRTP
10.86,CHROR,GKKTP
11.72,CHROR,GMNTP
7.99,CHROR,GSTTP
13.17,CHROR,NAVTP
4.46,CHROR,AOLTP
0,CHROR,CHROR
12.1,CHROR,GBMTP
9.61,CHROR,GGITP
10.86,CHROR,GKLTP
9.96,CHROR,GMRTP
8.23,CHROR,GTUTP
13.2,CHROR,NAMTP
13.2,CHROR,NAWTP
3.93,CHROR,AWDTP
2.77,CHROR,COSTP
10.73,CHROR,GBOTP
9.22,CHROR,GHATP
10.71,CHROR,GKMTP
9.5,CHROR,GMZTP
8.2,CHROR,GWZTP
13.15,CHROR,NGRTP
3.94,CHROR,AWGTP
1.93,CHROR,CRITP
8.04,CHROR,GBWOR
9.1,CHROR,GHBTP
9.81,CHROR,GKSTP
7.23,CHROR,GNBTP
3.45,CHROR,HBSTP
13.44,CHROR,NLBTP
12.78,CHROR,BANTP
0.06,CHROR,CZATP
6.05,CHROR,GBYOR
12.57,CHROR,GHGTP
9.19,CHROR,GLPTP
11.23,CHROR,GNDOR
5.6,CHROR,HDBTP
11.69,CHROR,NMSTP
0.13,CHROR,CZMTP
8.56,CHROR,GDRTP
10.04,CHROR,GHMTP
12.71,CHROR,GLUTP
10.41,CHROR,GNOOR
3.28,CHROR,HPCTP
12.24,CHROR,NNYTP
12.91,CHROR,BBRTP
11.42,CHROR,GAKTP
11.12,CHROR,GDUTP
11.2,CHROR,GHOTP
9.18,CHROR,GMATP
11.35,CHROR,GNWOR
4.92,CHROR,HSZTP
13.43,CHROR,NRDTP
10.73,GBMTP,AGATP
5.34,GBMTP,BGETP
7.36,GBMTP,GAUTP
3.01,GBMTP,GESTP
6.5,GBMTP,GHSTP
7.7,GBMTP,GMHTP
3.79,GBMTP,GOSOR
10.93,GBMTP,HUNOR
4.13,GBMTP,NRSTP
9.22,GBMTP,AIBTP
5.13,GBMTP,BLATP
2.8,GBMTP,GBBTP
4.11,GBMTP,GFDTP
4.47,GBMTP,GJETP
5.27,GBMTP,GMIOR
5.87,GBMTP,LLXTP
3.54,GBMTP,NUTTP
3.54,GBMTP,NUWTP
10.97,GBMTP,AKTTP
4.95,GBMTP,BLETP
4.95,GBMTP,BLMTP
3.96,GBMTP,GBCTP
5,GBMTP,GFMTP
2.33,GBMTP,GKITP
7.78,GBMTP,GMLTP
3.16,GBMTP,GROTP
3.58,GBMTP,NAETP
11.6,GBMTP,SLOTP
9.04,GBMTP,AOETP
4.85,GBMTP,BLGTP
4,GBMTP,GBETP
7.35,GBMTP,GFRTP
3.62,GBMTP,GKKTP
2.03,GBMTP,GMNTP
6.94,GBMTP,GSTTP
3.63,GBMTP,NAVTP
9.04,GBMTP,AOLTP
12.5,GBMTP,CHROR
0,GBMTP,GBMTP
4.58,GBMTP,GGITP
3.62,GBMTP,GKLTP
4.21,GBMTP,GMRTP
7.35,GBMTP,GTUTP
3.65,GBMTP,NAMTP
3.65,GBMTP,NAWTP
9.6,GBMTP,AWDTP
13.22,GBMTP,COSTP
3.93,GBMTP,GBOTP
3.59,GBMTP,GHATP
3.53,GBMTP,GKMTP
5.27,GBMTP,GMZTP
5.24,GBMTP,GWZTP
2,GBMTP,NGRTP
9.57,GBMTP,AWGTP
12.89,GBMTP,CRITP
6.9,GBMTP,GBWOR
5.66,GBMTP,GHBTP
6.11,GBMTP,GKSTP
6,GBMTP,GNBTP
11.06,GBMTP,HBSTP
4,GBMTP,NLBTP
5,GBMTP,BANTP
12.38,GBMTP,CZATP
7.78,GBMTP,GBYOR
1.44,GBMTP,GHGTP
3.93,GBMTP,GLPTP
1.43,GBMTP,GNDOR
13.06,GBMTP,HDBTP
4.35,GBMTP,NMSTP
12.45,GBMTP,CZMTP
5.02,GBMTP,GDRTP
2.84,GBMTP,GHMTP
1.99,GBMTP,GLUTP
3.95,GBMTP,GNOOR
12.64,GBMTP,HPCTP
3.57,GBMTP,NNYTP
5.37,GBMTP,BBRTP
4.27,GBMTP,GAKTP
3.36,GBMTP,GDUTP
1.41,GBMTP,GHOTP
5.58,GBMTP,GMATP
2.95,GBMTP,GNWOR
12.4,GBMTP,HSZTP
4.2,GBMTP,NRDTP
8.11,GGITP,AGATP
4.38,GGITP,BGETP
4.26,GGITP,GAUTP
2.41,GGITP,GESTP
2.36,GGITP,GHSTP
4.74,GGITP,GMHTP
3.78,GGITP,GOSOR
9.97,GGITP,HUNOR
4.36,GGITP,NRSTP
6.12,GGITP,AIBTP
3.77,GGITP,BLATP
2.22,GGITP,GBBTP
1.36,GGITP,GFDTP
2.79,GGITP,GJETP
1.14,GGITP,GMIOR
3.04,GGITP,LLXTP
3.89,GGITP,NUTTP
3.89,GGITP,NUWTP
8.19,GGITP,AKTTP
3.59,GGITP,BLETP
3.59,GGITP,BLMTP
5.16,GGITP,GBCTP
0.81,GGITP,GFMTP
5.72,GGITP,GKITP
4.89,GGITP,GMLTP
6.34,GGITP,GROTP
4.14,GGITP,NAETP
8.85,GGITP,SLOTP
6.49,GGITP,AOETP
3.29,GGITP,BLGTP
5.2,GGITP,GBETP
3.42,GGITP,GFRTP
1.91,GGITP,GKKTP
2.73,GGITP,GMNTP
2.83,GGITP,GSTTP
4.21,GGITP,NAVTP
6.49,GGITP,AOLTP
9.94,GGITP,CHROR
4.47,GGITP,GBMTP
0,GGITP,GGITP
1.91,GGITP,GKLTP
0.57,GGITP,GMRTP
3.18,GGITP,GTUTP
4.23,GGITP,NAMTP
4.23,GGITP,NAWTP
7.89,GGITP,AWDTP
11.93,GGITP,COSTP
1.85,GGITP,GBOTP
3.64,GGITP,GHATP
1.73,GGITP,GKMTP
1.1,GGITP,GMZTP
1.97,GGITP,GWZTP
4.7,GGITP,NGRTP
7.97,GGITP,AWGTP
10.14,GGITP,CRITP
2.79,GGITP,GBWOR
1.6,GGITP,GHBTP
1.94,GGITP,GKSTP
2.86,GGITP,GNBTP
10.1,GGITP,HBSTP
4.46,GGITP,NLBTP
3.93,GGITP,BANTP
9.81,GGITP,CZATP
4.89,GGITP,GBYOR
4.93,GGITP,GHGTP
3.8,GGITP,GLPTP
3.3,GGITP,GNDOR
12.11,GGITP,HDBTP
2.86,GGITP,NMSTP
9.87,GGITP,CZMTP
4.43,GGITP,GDRTP
1.92,GGITP,GHMTP
5.34,GGITP,GLUTP
5.14,GGITP,GNOOR
11.54,GGITP,HPCTP
3.38,GGITP,NNYTP
4.01,GGITP,BBRTP
2.58,GGITP,GAKTP
2.15,GGITP,GDUTP
3.32,GGITP,GHOTP
1.51,GGITP,GMATP
2.36,GGITP,GNWOR
11.43,GGITP,HSZTP
4.42,GGITP,NRDTP
9.41,GKLTP,AGATP
2.66,GKLTP,BGETP
5.3,GKLTP,GAUTP
0.94,GKLTP,GESTP
3.07,GKLTP,GHSTP
6.04,GKLTP,GMHTP
5.32,GKLTP,GOSOR
11.23,GKLTP,HUNOR
2.76,GKLTP,NRSTP
7.1,GKLTP,AIBTP
2.04,GKLTP,BLATP
1.07,GKLTP,GBBTP
3.1,GKLTP,GFDTP
4.6,GKLTP,GJETP
2.12,GKLTP,GMIOR
2.49,GKLTP,LLXTP
2.44,GKLTP,NUTTP
2.44,GKLTP,NUWTP
9.41,GKLTP,AKTTP
1.85,GKLTP,BLETP
1.85,GKLTP,BLMTP
5.94,GKLTP,GBCTP
2.12,GKLTP,GFMTP
5.5,GKLTP,GKITP
5.91,GKLTP,GMLTP
6.22,GKLTP,GROTP
2.69,GKLTP,NAETP
10.07,GKLTP,SLOTP
7.78,GKLTP,AOETP
1.53,GKLTP,BLGTP
5.97,GKLTP,GBETP
4.55,GKLTP,GFRTP
0,GKLTP,GKKTP
1.81,GKLTP,GMNTP
3.92,GKLTP,GSTTP
2.77,GKLTP,NAVTP
7.78,GKLTP,AOLTP
11.22,GKLTP,CHROR
3.56,GKLTP,GBMTP
1.92,GKLTP,GGITP
0,GKLTP,GKLTP
2.32,GKLTP,GMRTP
4.29,GKLTP,GTUTP
2.81,GKLTP,NAMTP
2.81,GKLTP,NAWTP
9.19,GKLTP,AWDTP
13.23,GKLTP,COSTP
0.55,GKLTP,GBOTP
4.96,GKLTP,GHATP
0.31,GKLTP,GKMTP
2.05,GKLTP,GMZTP
3.32,GKLTP,GWZTP
3.47,GKLTP,NGRTP
9.24,GKLTP,AWGTP
11.35,GKLTP,CRITP
3.89,GKLTP,GBWOR
2.7,GKLTP,GHBTP
2.77,GKLTP,GKSTP
4.26,GKLTP,GNBTP
11.36,GKLTP,HBSTP
3.05,GKLTP,NLBTP
2.22,GKLTP,BANTP
11.1,GKLTP,CZATP
5.91,GKLTP,GBYOR
4.7,GKLTP,GHGTP
5.34,GKLTP,GLPTP
3.24,GKLTP,GNDOR
13.35,GKLTP,HDBTP
1.11,GKLTP,NMSTP
11.17,GKLTP,CZMTP
6.15,GKLTP,GDRTP
3.1,GKLTP,GHMTP
5.22,GKLTP,GLUTP
5.92,GKLTP,GNOOR
12.84,GKLTP,HPCTP
1.7,GKLTP,NNYTP
2.27,GKLTP,BBRTP
0.85,GKLTP,GAKTP
0.54,GKLTP,GDUTP
3.34,GKLTP,GHOTP
2.61,GKLTP,GMATP
0.94,GKLTP,GNWOR
12.7,GKLTP,HSZTP
2.84,GKLTP,NRDTP
8.39,GMRTP,AGATP
4.72,GMRTP,BGETP
4.61,GMRTP,GAUTP
2.81,GMRTP,GESTP
2.72,GMRTP,GHSTP
5,GMRTP,GMHTP
3.78,GMRTP,GOSOR
10.26,GMRTP,HUNOR
4.74,GMRTP,NRSTP
6.46,GMRTP,AIBTP
4.16,GMRTP,BLATP
2.63,GMRTP,GBBTP
1.36,GMRTP,GFDTP
2.8,GMRTP,GJETP
1.5,GMRTP,GMIOR
3.41,GMRTP,LLXTP
4.27,GMRTP,NUTTP
4.27,GMRTP,NUWTP
8.43,GMRTP,AKTTP
3.98,GMRTP,BLETP
3.98,GMRTP,BLMTP
5.01,GMRTP,GBCTP
1.18,GMRTP,GFMTP
5.44,GMRTP,GKITP
5.19,GMRTP,GMLTP
6.07,GMRTP,GROTP
4.52,GMRTP,NAETP
9.09,GMRTP,SLOTP
6.79,GMRTP,AOETP
3.68,GMRTP,BLGTP
5.04,GMRTP,GBETP
3.84,GMRTP,GFRTP
2.3,GMRTP,GKKTP
2.9,GMRTP,GMNTP
3.19,GMRTP,GSTTP
4.59,GMRTP,NAVTP
6.8,GMRTP,AOLTP
10.22,GMRTP,CHROR
4.2,GMRTP,GBMTP
0.55,GMRTP,GGITP
2.3,GMRTP,GKLTP
0,GMRTP,GMRTP
3.56,GMRTP,GTUTP
4.61,GMRTP,NAMTP
4.61,GMRTP,NAWTP
8.17,GMRTP,AWDTP
12.22,GMRTP,COSTP
2.27,GMRTP,GBOTP
3.55,GMRTP,GHATP
2.12,GMRTP,GKMTP
1.46,GMRTP,GMZTP
2.29,GMRTP,GWZTP
4.76,GMRTP,NGRTP
8.25,GMRTP,AWGTP
10.38,GMRTP,CRITP
3.15,GMRTP,GBWOR
1.96,GMRTP,GHBTP
2.32,GMRTP,GKSTP
3.21,GMRTP,GNBTP
10.38,GMRTP,HBSTP
4.84,GMRTP,NLBTP
4.3,GMRTP,BANTP
10.09,GMRTP,CZATP
5.19,GMRTP,GBYOR
4.64,GMRTP,GHGTP
3.8,GMRTP,GLPTP
3,GMRTP,GNDOR
12.4,GMRTP,HDBTP
3.25,GMRTP,NMSTP
10.15,GMRTP,CZMTP
4.43,GMRTP,GDRTP
1.62,GMRTP,GHMTP
5.08,GMRTP,GLUTP
4.99,GMRTP,GNOOR
11.84,GMRTP,HPCTP
3.77,GMRTP,NNYTP
4.39,GMRTP,BBRTP
2.99,GMRTP,GAKTP
2.55,GMRTP,GDUTP
3.03,GMRTP,GHOTP
1.88,GMRTP,GMATP
2.75,GMRTP,GNWOR
11.72,GMRTP,HSZTP
4.81,GMRTP,NRDTP
6.97,GTUTP,AGATP
6.49,GTUTP,BGETP
2.03,GTUTP,GAUTP
4.92,GTUTP,GESTP
2.58,GTUTP,GHSTP
2.8,GTUTP,GMHTP
5.71,GTUTP,GOSOR
8.82,GTUTP,HUNOR
7.06,GTUTP,NRSTP
4.04,GTUTP,AIBTP
5.84,GTUTP,BLATP
5.09,GTUTP,GBBTP
3.49,GTUTP,GFDTP
4.76,GTUTP,GJETP
2.68,GTUTP,GMIOR
3.77,GTUTP,LLXTP
6.45,GTUTP,NUTTP
6.45,GTUTP,NUWTP
6.41,GTUTP,AKTTP
5.87,GTUTP,BLETP
5.87,GTUTP,BLMTP
7.1,GTUTP,GBCTP
2.72,GTUTP,GFMTP
8.55,GTUTP,GKITP
2.68,GTUTP,GMLTP
8.7,GTUTP,GROTP
6.74,GTUTP,NAETP
7.12,GTUTP,SLOTP
5.23,GTUTP,AOETP
5.32,GTUTP,BLGTP
7.07,GTUTP,GBETP
2.13,GTUTP,GFRTP
4.42,GTUTP,GKKTP
5.7,GTUTP,GMNTP
0.64,GTUTP,GSTTP
6.83,GTUTP,NAVTP
5.23,GTUTP,AOLTP
8.38,GTUTP,CHROR
7.37,GTUTP,GBMTP
3.24,GTUTP,GGITP
4.42,GTUTP,GKLTP
3.62,GTUTP,GMRTP
0,GTUTP,GTUTP
6.89,GTUTP,NAMTP
6.89,GTUTP,NAWTP
6.73,GTUTP,AWDTP
10.46,GTUTP,COSTP
4.28,GTUTP,GBOTP
5.5,GTUTP,GHATP
4.32,GTUTP,GKMTP
2.69,GTUTP,GMZTP
2.31,GTUTP,GWZTP
7.21,GTUTP,NGRTP
6.81,GTUTP,AWGTP
8.34,GTUTP,CRITP
0.69,GTUTP,GBWOR
1.83,GTUTP,GHBTP
2.5,GTUTP,GKSTP
3.13,GTUTP,GNBTP
8.95,GTUTP,HBSTP
7.12,GTUTP,NLBTP
6.2,GTUTP,BANTP
8.3,GTUTP,CZATP
2.68,GTUTP,GBYOR
7.87,GTUTP,GHGTP
5.75,GTUTP,GLPTP
6.27,GTUTP,GNDOR
10.96,GTUTP,HDBTP
5.35,GTUTP,NMSTP
8.38,GTUTP,CZMTP
5.98,GTUTP,GDRTP
4.88,GTUTP,GHMTP
8.16,GTUTP,GLUTP
7.05,GTUTP,GNOOR
10.48,GTUTP,HPCTP
5.99,GTUTP,NNYTP
6.08,GTUTP,BBRTP
5.08,GTUTP,GAKTP
4.71,GTUTP,GDUTP
6.29,GTUTP,GHOTP
1.93,GTUTP,GMATP
4.93,GTUTP,GNWOR
10.29,GTUTP,HSZTP
7.19,GTUTP,NRDTP
11.38,NAMTP,AGATP
11.38,NAWTP,AGATP
2.27,NAMTP,BGETP
2.27,NAWTP,BGETP
7.39,NAMTP,GAUTP
7.39,NAWTP,GAUTP
2.2,NAMTP,GESTP
2.2,NAWTP,GESTP
5.18,NAMTP,GHSTP
